,conf,i,j
70,130050000,0.2058183575,0.2058202455
71,130050000,0.2058183781,0.2058202455
72,130050000,0.2058183781,0.2058203213
73,130050000,0.2058252957,0.2058266652
74,130050000,0.2058359829,0.205965439
75,14450000,0.2042072571,0.2042092155
76,14450000,0.2042199073,0.2042220133
77,148750000,0.2044657802,0.2046589935
78,148750000,0.2044692905,0.2046589935
79,148750000,0.2044810139,0.2046749726
80,148750000,0.2044810139,0.2046885293
81,148750000,0.2044901982,0.204672686
82,15300000,0.2060498199,0.2062542535
83,15300000,0.2060849147,0.2062857673
84,15300000,0.2060849147,0.2062862383
85,15300000,0.2061047591,0.2063059626
86,15300000,0.2061047591,0.2063059638
87,15300000,0.206158529,0.2063595387
88,159800000,0.2070679538,0.2070953775
89,161500000,0.2061455749,0.2061554223
90,164900000,0.2020556019,0.202056566
91,167450000,0.2034897514,0.2037666183
92,169150000,0.2066926269,0.206825311
93,169150000,0.2066995374,0.206825311
94,169150000,0.2067107885,0.20684273
95,169150000,0.2067182643,0.20684273
96,169150000,0.2067222335,0.2067981084
97,169150000,0.2067834257,0.206816502
98,170000000,0.2049749672,0.2049863109
99,170000000,0.2049781379,0.205026809
100,170000000,0.2049847117,0.2049959834
101,170000000,0.204984999,0.2049959834
102,170000000,0.2050011175,0.2050692221
103,170000000,0.2050096714,0.2051476643
104,170000000,0.2050096714,0.205155965
105,170000000,0.2050108909,0.2050402353
106,170000000,0.2050111368,0.2050402353
107,170000000,0.2050159467,0.2050706175
108,170000000,0.2050164118,0.2050197232
109,170000000,0.2050164118,0.2050201924
110,170000000,0.205026809,0.2050706175
111,170000000,0.2050793087,0.2051563368
112,170850000,0.2039343414,0.2039603527
113,170850000,0.2039343414,0.2039620925
114,170850000,0.2039343414,0.2039778175
115,170850000,0.2039364036,0.2039556757
116,170850000,0.2039364036,0.2039620925
117,170850000,0.2039364036,0.2039778175
118,170850000,0.2039416158,0.2039933586
119,170850000,0.203949968,0.2039556757
120,170850000,0.203949968,0.2039577598
121,170850000,0.203949968,0.2039620925
122,170850000,0.203949968,0.203975598
123,170850000,0.203949968,0.2039778175
124,170850000,0.203950984,0.2039778175
125,170850000,0.2039521082,0.2039697451
126,170850000,0.2039521082,0.2039778175
127,170850000,0.2039528038,0.2039778175
128,170850000,0.2039529759,0.2039778175
129,170850000,0.2039530569,0.2039778175
130,170850000,0.2039533695,0.2039778175
131,170850000,0.2039552789,0.2039778175
132,170850000,0.2039578637,0.2039994092
133,170850000,0.2039607201,0.2039994092
134,170850000,0.2039607201,0.2040036771
135,179350000,0.2050062069,0.2051194972
136,179350000,0.2050114731,0.2051281265
137,185300000,0.2037851407,0.2038736188
138,192950000,0.2037176791,0.2037537494
139,192950000,0.2037273803,0.2037537494
140,195500000,0.2106721455,0.2107295299
141,196350000,0.2038767116,0.2038781417
142,203150000,0.203655075,0.203806734
143,204000000,0.2070625501,0.2070805502
144,204000000,0.2070625757,0.2070805502
145,204000000,0.2070659634,0.2070845511
146,204000000,0.2070659894,0.2070845511
147,208250000,0.2042952702,0.2044657086
148,208250000,0.2042952702,0.2045420298
149,208250000,0.2042952702,0.2045679967
150,208250000,0.2042952702,0.2045955058
151,208250000,0.2043177088,0.2044657086
152,208250000,0.2043177088,0.2045420298
153,208250000,0.2043177088,0.2045679967
154,208250000,0.2043177088,0.2045955058
155,208250000,0.2043196285,0.2044657086
156,208250000,0.2043196285,0.2045420298
157,208250000,0.2043196285,0.2045679967
158,208250000,0.2043196285,0.2045955058
159,208250000,0.2043448717,0.2044657086
160,208250000,0.2043448717,0.2045420298
161,208250000,0.2043448717,0.2045679967
162,208250000,0.2043448717,0.2045955058
163,208250000,0.2043493159,0.2044657086
164,208250000,0.2043493159,0.2045420298
165,208250000,0.2043493159,0.2045679967
166,208250000,0.2043493159,0.2045955058
167,208250000,0.2043687173,0.2044657086
168,208250000,0.2043687173,0.2045420298
169,208250000,0.2043687173,0.2045679967
170,208250000,0.2043687173,0.2045955058
171,208250000,0.2043714819,0.2044657086
172,208250000,0.2043714819,0.2045420298
173,208250000,0.2043714819,0.2045679967
174,208250000,0.2043714819,0.2045955058
175,208250000,0.2043751034,0.2044657086
176,208250000,0.2043751034,0.2045420298
177,208250000,0.2043751034,0.2045679967
178,208250000,0.2043751034,0.2045955058
179,208250000,0.2043905406,0.2044657086
180,208250000,0.2043905406,0.2045420298
181,208250000,0.2043905406,0.2045679967
182,208250000,0.2043905406,0.2045955058
183,208250000,0.2043951371,0.2044657086
184,208250000,0.2043951371,0.2045420298
185,208250000,0.2043951371,0.2045679967
186,208250000,0.2043951371,0.2045955058
187,208250000,0.2044000482,0.2044657086
188,208250000,0.2044000482,0.2045420298
189,208250000,0.2044000482,0.2045679967
190,208250000,0.2044000482,0.2045955058
191,208250000,0.2044197317,0.2044657086
192,208250000,0.2044197317,0.2045420298
193,208250000,0.2044197317,0.2045679967
194,215900000,0.201288012,0.2012886006
195,215900000,0.201288012,0.2012886041
196,215900000,0.201288012,0.2012886183
197,215900000,0.2012884893,0.201289731
198,215900000,0.2012885598,0.201289731
199,215900000,0.2012885661,0.201289731
200,215900000,0.2012885874,0.201289731
201,215900000,0.2012885949,0.201289731
202,215900000,0.2012885954,0.201289731
203,215900000,0.2012885971,0.201289731
204,215900000,0.2012886006,0.201289731
205,215900000,0.2012886028,0.201289731
206,215900000,0.2012886041,0.201289731
207,215900000,0.2012886191,0.201289731
208,215900000,0.2012886219,0.201289731
209,215900000,0.2012886294,0.201289731
210,215900000,0.2012886357,0.201289731
211,215900000,0.2012886427,0.201289731
212,215900000,0.2012886551,0.201289731
213,215900000,0.2012886613,0.201289731
214,215900000,0.2012886788,0.201289731
215,215900000,0.2012886945,0.201289731
216,215900000,0.2012887085,0.201289731
217,215900000,0.201288714,0.201289731
218,215900000,0.2012887177,0.201289731
219,215900000,0.2012887235,0.201289731
220,215900000,0.2012887279,0.201289731
221,215900000,0.201288738,0.201289731
222,215900000,0.2012887534,0.201289731
223,215900000,0.2012887802,0.201289731
224,215900000,0.2012887903,0.201289731
225,215900000,0.201288798,0.201289731
226,215900000,0.201289731,0.2012898723
227,215900000,0.2013031944,0.2014360664
228,215900000,0.2013031944,0.2014378373
229,215900000,0.2013091746,0.201309863
230,215900000,0.2013091746,0.2013103161
231,215900000,0.2013096057,0.2013897147
232,215900000,0.2013098509,0.2013105072
233,215900000,0.2013099988,0.2013107796
234,215900000,0.2013099988,0.2013112301
235,215900000,0.2013112533,0.2013117989
236,215900000,0.2013417788,0.2013426105
237,215900000,0.2013418121,0.2013426105
238,215900000,0.2013418472,0.2013426105
239,215900000,0.2013418535,0.2013426105
240,215900000,0.2013418592,0.2013426105
241,215900000,0.2013418789,0.2013426105
242,215900000,0.2013418825,0.2013426105
243,215900000,0.2013418993,0.2013426105
244,215900000,0.2013419116,0.2013426105
245,215900000,0.201341917,0.2013426105
246,215900000,0.2013419231,0.2013426105
247,215900000,0.2013419269,0.2013426105
248,215900000,0.2013419516,0.2013426105
249,215900000,0.2013419557,0.2013426105
250,215900000,0.2013419593,0.2013426105
251,215900000,0.201341962,0.2013426105
252,215900000,0.2013419627,0.2013426105
253,215900000,0.201341963,0.2013426105
254,215900000,0.2013419913,0.2013426105
255,215900000,0.201356563,0.2013570764
256,215900000,0.201356563,0.2013575307
257,215900000,0.2013572489,0.2013578503
258,215900000,0.2013572489,0.2013583018
259,215900000,0.2013584069,0.2013592713
260,215900000,0.2013596737,0.2013604329
261,215900000,0.2013643078,0.2013647738
262,215900000,0.2013643078,0.2013647739
263,215900000,0.2013643078,0.201365235
264,215900000,0.2013649585,0.2013655107
265,215900000,0.2013649585,0.2013659695
266,215900000,0.2013650636,0.2013659444
267,215900000,0.2013663027,0.2013670812
268,215900000,0.2013726445,0.2013733297
269,215900000,0.2013730883,0.2013740807
270,215900000,0.2013733912,0.2013740807
271,215900000,0.201373419,0.2013741969
272,215900000,0.2013744263,0.2013753101
273,215900000,0.2013783818,0.2013792127
274,215900000,0.2013793421,0.2013802675
275,215900000,0.2014149852,0.2014511259
276,215900000,0.2014161852,0.2014511259
277,215900000,0.20142059,0.2014211089
278,215900000,0.20142059,0.2014216234
279,215900000,0.2014212254,0.2014218329
280,215900000,0.2014212254,0.2014223445
281,215900000,0.2014221654,0.2014233451
282,215900000,0.201422462,0.2014233451
283,215900000,0.20142284,0.2014511259
284,215900000,0.2014232107,0.2014511259
285,215900000,0.2014233708,0.201424447
286,215900000,0.2014236694,0.201424447
287,215900000,0.2014240212,0.2014511259
288,215900000,0.2014267245,0.201427376
289,215900000,0.2014275378,0.2014282794
290,215900000,0.2014280508,0.2014926518
291,215900000,0.2014280508,0.2014930709
292,215900000,0.2014303617,0.2014315782
293,215900000,0.20143155,0.2014326657
294,215900000,0.2014342456,0.2014348433
295,215900000,0.2014342456,0.2014926518
296,215900000,0.2014342456,0.2014930709
297,215900000,0.2014342456,0.2015002812
298,215900000,0.2014342456,0.2015006341
299,215900000,0.2014350308,0.2014357166
300,215900000,0.2014357166,0.2014926518
301,215900000,0.2014357166,0.2014930709
302,215900000,0.2014357166,0.2015006341
303,215900000,0.2014369211,0.2014380235
304,215900000,0.2014372194,0.2014380235
305,215900000,0.2014385789,0.2014392785
306,215900000,0.2014395306,0.2014403952
307,215900000,0.2014404547,0.2014414147
308,215900000,0.2014434006,0.2014445338
309,215900000,0.2014437123,0.2014445338
310,215900000,0.2014447353,0.2014457698
311,215900000,0.2014488508,0.2014497841
312,215900000,0.2014503014,0.2014511259
313,215900000,0.2014885786,0.2014892672
314,215900000,0.2014989752,0.201500108
315,215900000,0.2014993266,0.201500108
316,220150000,0.2031302879,0.2031303938
317,220150000,0.203133361,0.2031344815
318,220150000,0.2031635744,0.203163661
319,220150000,0.2031668257,0.2031679759
320,220150000,0.2031731861,0.2031732632
321,220150000,0.2031760413,0.2031772263
322,220150000,0.2031779303,0.203178304
323,220150000,0.2031810376,0.2031818166
324,220150000,0.2032102217,0.2032102832
325,220150000,0.2032112758,0.203211623
326,220150000,0.2032132974,0.2032145102
327,220150000,0.2032145318,0.2032153479
328,220150000,0.2032205851,0.203220715
329,220150000,0.2032213459,0.2032216643
330,220150000,0.2032238218,0.2032250896
331,220150000,0.2032242093,0.2032250778
332,220150000,0.2032584619,0.2032587562
333,220150000,0.2032615137,0.2032624186
334,220150000,0.2032664295,0.2032667226
335,220150000,0.2032689779,0.2032692978
336,220150000,0.2032697377,0.2032708704
337,220150000,0.2032721536,0.2032731537
338,220150000,0.203279025,0.2032792307
339,220150000,0.2033151814,0.2033156173
340,220150000,0.2033183822,0.2033192932
341,23800000,0.2056636561,0.205801371
342,23800000,0.2056636561,0.2058023247
343,23800000,0.2056636561,0.2058077081
344,23800000,0.2056641708,0.205801371
345,23800000,0.2056641708,0.2058023247
346,23800000,0.2056641708,0.2058059951
347,23800000,0.2056641708,0.2058077081
348,23800000,0.2056651704,0.205801371
349,23800000,0.2056651704,0.2058023247
350,23800000,0.2056651704,0.2058077081
351,23800000,0.2056651896,0.205801371
352,23800000,0.2056651896,0.2058023247
353,23800000,0.2056651896,0.2058077081
354,23800000,0.2058023247,0.2058244257
355,238850000,0.2063803095,0.2064135084
356,238850000,0.2063803095,0.2064135085
357,238850000,0.2063843155,0.2064170489
358,238850000,0.2064133045,0.2064713081
359,238850000,0.2064134624,0.2064713081
360,238850000,0.2064134703,0.2064713081
361,238850000,0.2064136318,0.206471046
362,238850000,0.2064137511,0.2064713081
363,241400000,0.2049714427,0.2050984193
364,246500000,0.2026121425,0.2028516762
365,246500000,0.2026121425,0.2028781077
366,246500000,0.2026394609,0.2028516762
367,246500000,0.2026394609,0.2028781077
368,246500000,0.2028541715,0.2028781077
369,250750000,0.2029981814,0.2032569484
370,250750000,0.2029984179,0.2032564832
371,250750000,0.2029996658,0.2032603134
372,250750000,0.2029996713,0.2032609534
373,250750000,0.2029997445,0.2032596542
374,250750000,0.2029998324,0.2032622323
375,250750000,0.2030008006,0.2032625276
376,250750000,0.2030008712,0.2032609314
377,250750000,0.2030009559,0.2032601405
378,250750000,0.2030012601,0.203263799
379,250750000,0.2030014638,0.2032608363
380,250750000,0.2030025011,0.2032622323
381,250750000,0.2030025011,0.203263799
382,250750000,0.203002593,0.2032596542
383,250750000,0.203002593,0.2032609314
384,250750000,0.2030030556,0.2032625276
385,250750000,0.2030030556,0.2032635268
386,250750000,0.2030033907,0.2032601405
387,250750000,0.2030033907,0.2032608363
388,260950000,0.2075389523,0.2077032437
389,260950000,0.2075389523,0.2077056026
390,260950000,0.2075389523,0.2077473539
391,260950000,0.2075389523,0.2077482331
392,260950000,0.2075389523,0.2077700681
393,260950000,0.2075391733,0.2077482331
394,260950000,0.2075763544,0.2076704635
395,260950000,0.2075763544,0.2076714008
396,260950000,0.2075779884,0.2076251562
397,260950000,0.2075779884,0.2076257539
398,260950000,0.2075779884,0.2076280168
399,260950000,0.2075779884,0.207665909
400,260950000,0.2075779884,0.2076666446
401,260950000,0.2075779884,0.2076705213
402,260950000,0.2075779884,0.2076710929
403,260950000,0.2075779884,0.2076920087
404,260950000,0.2075779884,0.2076940297
405,260950000,0.2075779884,0.2076947784
406,260950000,0.2075779884,0.2076957233
407,260950000,0.2075779884,0.2076967425
408,260950000,0.2075779884,0.2076976501
409,260950000,0.2075779884,0.2077159081
410,260950000,0.2075779884,0.2077168994
411,260950000,0.2075802008,0.2076704635
412,260950000,0.2075802008,0.2076714008
413,260950000,0.2075883209,0.2076129786
414,260950000,0.2075883209,0.2076135692
415,260950000,0.2075883209,0.2076145537
416,260950000,0.2075883209,0.2076149605
417,260950000,0.2075883209,0.20762145
418,260950000,0.2075883209,0.2076221501
419,260950000,0.2075883209,0.2076234622
420,260950000,0.2075883209,0.2076597889
421,260950000,0.2075883209,0.207660608
422,260950000,0.2075883209,0.2076634767
423,260950000,0.2075883209,0.2076803298
424,260950000,0.2075883209,0.2076823574
425,260950000,0.2075886633,0.2076129786
426,260950000,0.2075886633,0.2076135692
427,260950000,0.2075886633,0.2076145537
428,260950000,0.2075886633,0.2076149605
429,260950000,0.2075886633,0.20762145
430,260950000,0.2075886633,0.2076221501
431,260950000,0.2075886633,0.2076234622
432,260950000,0.2075886633,0.2076597889
433,260950000,0.2075886633,0.207660608
434,260950000,0.2075886633,0.2076634767
435,260950000,0.2075886633,0.2076641055
436,260950000,0.2075886633,0.2076803298
437,260950000,0.2075886633,0.2076823574
438,260950000,0.2076129786,0.2076313174
439,260950000,0.2076129786,0.2076318706
440,260950000,0.2076129786,0.2076816187
441,260950000,0.2076129786,0.2077248601
442,260950000,0.2076129786,0.2077368887
443,260950000,0.2076129786,0.2077380214
444,260950000,0.2076129786,0.2077488342
445,260950000,0.2076129786,0.207778661
446,260950000,0.2076129786,0.2077799456
447,260950000,0.2076135692,0.2076313174
448,260950000,0.2076135692,0.2076318706
449,260950000,0.2076135692,0.2076632524
450,260950000,0.2076135692,0.2076816187
451,260950000,0.2076135692,0.2077248601
452,260950000,0.2076135692,0.2077368887
453,260950000,0.2076135692,0.2077380214
454,260950000,0.2076135692,0.2077488342
455,260950000,0.2076135692,0.207778661
456,260950000,0.2076135692,0.2077799456
457,260950000,0.2076145537,0.2076313174
458,260950000,0.2076145537,0.2076318706
459,260950000,0.2076145537,0.2076632524
460,260950000,0.2076145537,0.2076816187
461,260950000,0.2076145537,0.2077248601
462,260950000,0.2076145537,0.2077368887
463,260950000,0.2076145537,0.2077380214
464,260950000,0.2076145537,0.2077488342
465,260950000,0.2076145537,0.207778661
466,260950000,0.2076145537,0.2077799456
467,260950000,0.2076149605,0.2076313174
468,260950000,0.2076149605,0.2076318706
469,260950000,0.2076149605,0.2076816187
470,260950000,0.2076149605,0.2077248601
471,260950000,0.2076149605,0.2077368887
472,260950000,0.2076149605,0.2077380214
473,260950000,0.2076149605,0.2077488342
474,260950000,0.2076149605,0.207778661
475,260950000,0.2076149605,0.2077799456
476,260950000,0.20762145,0.2076313174
477,260950000,0.20762145,0.2076318706
478,260950000,0.20762145,0.2076816187
479,260950000,0.20762145,0.2077248601
480,260950000,0.20762145,0.2077368887
481,260950000,0.20762145,0.2077380214
482,260950000,0.20762145,0.2077488342
483,260950000,0.20762145,0.207778661
484,260950000,0.20762145,0.2077799456
485,260950000,0.2076221501,0.2076313174
486,260950000,0.2076221501,0.2076318706
487,260950000,0.2076221501,0.2076632524
488,260950000,0.2076221501,0.2076816187
489,260950000,0.2076221501,0.2077248601
490,260950000,0.2076221501,0.2077368887
491,260950000,0.2076221501,0.2077380214
492,260950000,0.2076221501,0.2077488342
493,260950000,0.2076221501,0.207778661
494,260950000,0.2076221501,0.2077799456
495,260950000,0.2076234622,0.2076313174
496,260950000,0.2076234622,0.2076318706
497,260950000,0.2076234622,0.2076816187
498,260950000,0.2076234622,0.2077248601
499,260950000,0.2076234622,0.2077368887
500,260950000,0.2076234622,0.2077380214
501,260950000,0.2076234622,0.2077488342
502,260950000,0.2076234622,0.207778661
503,260950000,0.2076234622,0.2077799456
504,260950000,0.2076251562,0.2076270653
505,260950000,0.2076251562,0.2076530751
506,260950000,0.2076257539,0.2076266069
507,260950000,0.2076257539,0.2076270653
508,260950000,0.2076257539,0.2076530751
509,260950000,0.2076257539,0.2076660707
510,260950000,0.2076266069,0.2076280168
511,260950000,0.2076266069,0.207665909
512,260950000,0.2076266069,0.2076666446
513,260950000,0.2076266069,0.2076705213
514,260950000,0.2076266069,0.2076920087
515,260950000,0.2076266069,0.2076940297
516,260950000,0.2076266069,0.2076947784
517,260950000,0.2076266069,0.2076957233
518,260950000,0.2076266069,0.2076967425
519,260950000,0.2076266069,0.2076976501
520,260950000,0.2076266069,0.2077159081
521,260950000,0.2076266069,0.2077168994
522,260950000,0.2076270653,0.2076280168
523,260950000,0.2076270653,0.207665909
524,260950000,0.2076270653,0.2076666446
525,260950000,0.2076270653,0.2076705213
526,260950000,0.2076270653,0.2076710929
527,260950000,0.2076270653,0.2076920087
528,260950000,0.2076270653,0.2076940297
529,260950000,0.2076270653,0.2076947784
530,260950000,0.2076270653,0.2076957233
531,260950000,0.2076270653,0.2076967425
532,260950000,0.2076270653,0.2076976501
533,260950000,0.2076270653,0.2077159081
534,260950000,0.2076270653,0.2077168994
535,260950000,0.2076280168,0.2076530751
536,260950000,0.2076280168,0.2076660707
537,260950000,0.2076313174,0.2076597889
538,260950000,0.2076313174,0.207660608
539,260950000,0.2076313174,0.2076634767
540,260950000,0.2076313174,0.2076641055
541,260950000,0.2076313174,0.2076803298
542,260950000,0.2076313174,0.2076823574
543,260950000,0.2076318706,0.2076597889
544,260950000,0.2076318706,0.207660608
545,260950000,0.2076318706,0.2076634767
546,260950000,0.2076318706,0.2076641055
547,260950000,0.2076318706,0.2076803298
548,260950000,0.2076318706,0.2076823574
549,260950000,0.2076530751,0.207665909
550,260950000,0.2076530751,0.2076666446
551,260950000,0.2076530751,0.2076705213
552,260950000,0.2076530751,0.2076710929
553,260950000,0.2076530751,0.2076920087
554,260950000,0.2076530751,0.2076940297
555,260950000,0.2076530751,0.2076947784
556,260950000,0.2076530751,0.2076957233
557,260950000,0.2076530751,0.2076967425
558,260950000,0.2076530751,0.2076976501
559,260950000,0.2076530751,0.2077159081
560,260950000,0.2076530751,0.2077168994
561,260950000,0.2076597889,0.2076816187
562,260950000,0.2076597889,0.2077248601
563,260950000,0.2076597889,0.2077368887
564,260950000,0.2076597889,0.2077380214
565,260950000,0.2076597889,0.2077488342
566,260950000,0.2076597889,0.207778661
567,260950000,0.2076597889,0.2077799456
568,260950000,0.207660608,0.2076632524
569,260950000,0.207660608,0.2076816187
570,260950000,0.207660608,0.2077248601
571,260950000,0.207660608,0.2077368887
572,260950000,0.207660608,0.2077380214
573,260950000,0.207660608,0.2077488342
574,260950000,0.207660608,0.207778661
575,260950000,0.207660608,0.2077799456
576,260950000,0.2076632524,0.2076634767
577,260950000,0.2076632524,0.2076823574
578,260950000,0.2076634767,0.2076816187
579,260950000,0.2076634767,0.2077248601
580,260950000,0.2076634767,0.2077368887
581,260950000,0.2076634767,0.2077380214
582,260950000,0.2076634767,0.2077488342
583,260950000,0.2076634767,0.207778661
584,260950000,0.2076634767,0.2077799456
585,260950000,0.2076641055,0.2076816187
586,260950000,0.2076641055,0.2077248601
587,260950000,0.2076641055,0.2077368887
588,260950000,0.2076641055,0.2077380214
589,260950000,0.2076641055,0.2077488342
590,260950000,0.2076641055,0.207778661
591,260950000,0.2076641055,0.2077799456
592,260950000,0.2076644624,0.207665909
593,260950000,0.2076644624,0.2076666446
594,260950000,0.2076644624,0.2076705213
595,260950000,0.2076644624,0.2076940297
596,260950000,0.2076644624,0.2076947784
597,260950000,0.2076644624,0.2076957233
598,260950000,0.2076644624,0.2077168994
599,260950000,0.207665909,0.2076660707
600,260950000,0.2076660707,0.2076666446
601,260950000,0.2076660707,0.2076705213
602,260950000,0.2076660707,0.2076710929
603,260950000,0.2076660707,0.2076940297
604,260950000,0.2076660707,0.2076947784
605,260950000,0.2076660707,0.2076957233
606,260950000,0.2076660707,0.2077168994
607,260950000,0.2076803298,0.2076816187
608,260950000,0.2076803298,0.2077248601
609,260950000,0.2076803298,0.2077368887
610,260950000,0.2076803298,0.2077380214
611,260950000,0.2076803298,0.2077488342
612,260950000,0.2076803298,0.207778661
613,260950000,0.2076803298,0.2077799456
614,260950000,0.2076816187,0.2076823574
615,260950000,0.2076823574,0.2077248601
616,260950000,0.2076823574,0.2077368887
617,260950000,0.2076823574,0.2077380214
618,260950000,0.2076823574,0.2077488342
619,260950000,0.2076823574,0.207778661
620,260950000,0.2076823574,0.2077799456
621,260950000,0.2076932831,0.2077032437
622,260950000,0.2076932831,0.2077056026
623,260950000,0.2076932831,0.2077473539
624,260950000,0.2076932831,0.2077482331
625,260950000,0.2076932831,0.2077700681
626,260950000,0.2076944389,0.2077032437
627,260950000,0.2076944389,0.2077056026
628,260950000,0.2076944389,0.2077473539
629,260950000,0.2076944389,0.2077482331
630,260950000,0.2076944389,0.2077700681
631,260950000,0.2077007088,0.2077248601
632,260950000,0.2077007088,0.2077368887
633,260950000,0.2077007088,0.2077380214
634,260950000,0.2077007088,0.2077488342
635,260950000,0.2077007088,0.207778661
636,260950000,0.2077007088,0.2077799456
637,260950000,0.2077009452,0.2077032437
638,260950000,0.2077009452,0.2077056026
639,260950000,0.2077009452,0.2077473539
640,260950000,0.2077009452,0.2077482331
641,260950000,0.2077009452,0.2077700681
642,260950000,0.2077016551,0.2077248601
643,260950000,0.2077016551,0.2077368887
644,260950000,0.2077016551,0.2077380214
645,260950000,0.2077016551,0.2077488342
646,260950000,0.2077016551,0.207778661
647,260950000,0.2077016551,0.2077799456
648,260950000,0.2077030918,0.2077368887
649,260950000,0.2077030918,0.2077380214
650,260950000,0.2077030918,0.2077488342
651,260950000,0.2077030918,0.207778661
652,260950000,0.2077030918,0.2077799456
653,260950000,0.2077031675,0.2077368887
654,260950000,0.2077031675,0.2077380214
655,260950000,0.2077031675,0.2077488342
656,260950000,0.2077031675,0.207778661
657,260950000,0.2077031675,0.2077799456
658,260950000,0.2077032437,0.207703541
659,260950000,0.2077032437,0.2077047248
660,260950000,0.2077032437,0.2077114397
661,260950000,0.207703541,0.2077056026
662,260950000,0.207703541,0.2077473539
663,260950000,0.207703541,0.2077482331
664,260950000,0.207703541,0.2077700681
665,260950000,0.2077047248,0.2077056026
666,260950000,0.2077047248,0.2077473539
667,260950000,0.2077047248,0.2077482331
668,260950000,0.2077047248,0.2077700681
669,260950000,0.2077056026,0.2077114397
670,260950000,0.2077114397,0.2077473539
671,260950000,0.2077114397,0.2077482331
672,260950000,0.2077114397,0.2077700681
673,260950000,0.2077248601,0.2077485454
674,260950000,0.2077333817,0.2077368887
675,260950000,0.2077333817,0.2077380214
676,260950000,0.2077333817,0.2077488342
677,260950000,0.2077333817,0.207778661
678,260950000,0.2077333817,0.2077799456
679,260950000,0.2077368887,0.2077485454
680,260950000,0.2077380214,0.2077485454
681,260950000,0.2077485454,0.2077488342
682,260950000,0.2077485454,0.207778661
683,260950000,0.2077485454,0.2077799456
684,264350000,0.2035013077,0.2035671673
685,264350000,0.2035017238,0.2035675906
686,264350000,0.2035228967,0.2035885558
687,264350000,0.2035235334,0.2035891491
688,264350000,0.2035307605,0.2035956889
689,264350000,0.2035314717,0.2035963763
690,264350000,0.2035770973,0.2036453941
691,264350000,0.2035773299,0.2036274596
692,264350000,0.2035773755,0.2036456754
693,264350000,0.2035980549,0.2036661713
694,264350000,0.2035980549,0.2036664726
695,264350000,0.2035981731,0.2036664726
696,264350000,0.203598819,0.2036669044
697,264350000,0.203598819,0.2036672116
698,264350000,0.2035989238,0.2036672116
699,264350000,0.2036059795,0.2036734521
700,264350000,0.203606815,0.2036742749
701,264350000,0.2036377453,0.203702541
702,264350000,0.2036383497,0.2037031155
703,264350000,0.2036790143,0.203741605
704,264350000,0.2037118956,0.203779071
705,266900000,0.2072038752,0.2073693549
706,266900000,0.2073173463,0.2075436833
