,conf,i,j,out
327,47,717,721,0.001718573822580
328,47,494,506,0.000361054006290
329,47,1298,1300,0.001758925278770
330,47,1050,1056,0.001125275519110
331,47,185,188,0.001180614265600
332,47,9,13,0.000520531810140
333,47,252,257,0.000974822890888
334,47,247,251,0.001151903227130
335,47,1322,1329,0.000627904702489
336,47,566,568,0.001600621407640
337,47,996,997,0.000749353302026
338,3,2364,2366,0.000103420635323
339,3,2572,2575,0.001141688830240
340,3,2143,2145,0.000261507573805
341,3,2469,2470,0.000401975313338
342,3,2768,2773,0.001256633298680
343,3,2605,2609,0.001139959377640
344,3,1256,1260,0.001315209471480
345,3,235,236,0.000698256395325
346,3,1778,1781,0.000571489982088
347,3,2214,2218,0.000244354390999
348,3,1274,1276,0.000249052184010
349,3,2610,2611,0.000216276997062
350,3,1200,1206,0.001219805666870
351,3,170,171,0.000335962931485
352,3,1188,1195,0.000552718674701
353,3,1079,1083,0.000246853339191
354,3,983,999,0.001263073491950
355,3,1138,1142,0.000529807340899
356,3,1081,1082,0.000450357741378
357,3,293,296,0.001492017068980
358,3,1066,1074,0.001304385760180
359,3,1042,1044,0.000273371328181
360,3,821,828,0.001047609739580
361,3,1127,1132,0.000905152772428
362,3,48,49,0.000557724325008
363,3,1815,1819,0.000987703861410
364,3,433,439,0.001792926278760
365,3,2538,2547,0.001498133024480
366,3,1019,1029,0.000381339852076
367,3,1020,1034,0.001179629385870
368,3,3014,3016,0.000323772399508
369,3,1050,1058,0.001840534628190
370,3,1880,1886,0.001102301514530
371,3,1917,1925,0.001087613013280
372,3,809,811,0.000688172736418
373,3,1301,1315,0.002717305805790
374,3,908,922,0.001064452077710
375,3,1108,1111,0.001582228039820
376,3,1051,1058,0.001832558857540
377,3,265,271,0.001372470610759
378,3,1222,1232,0.000637335307195
379,3,2362,2380,0.001961552155920
380,3,1694,1704,0.000972590164266
381,3,2272,2292,0.000830074128923
382,3,1060,1063,0.001623006194860
383,3,180,184,0.001899246675970
384,3,1224,1236,0.000903208320506
385,3,982,995,0.003074272961480
386,3,2238,2250,0.000476867530473
387,3,1746,1753,0.000860688079990
388,3,1934,1946,0.001128948500730
389,3,216,217,0.000593825191929
390,3,980,990,0.000765451079149
391,3,280,281,0.000558703950129
392,3,1722,1732,0.000951535945322
393,3,1259,1275,0.001516296013100
394,3,372,377,0.001726105976470
395,3,1863,1878,0.001219807068700
396,3,2381,2392,0.001543223991750
397,3,1311,1313,0.000315294182984
398,3,1036,1045,0.003205644926500
399,3,1077,1080,0.000732097835024
400,3,862,872,0.001075450381790
401,3,1176,1184,0.000909883465095
402,3,1627,1636,0.002138103958880
403,3,1645,1653,0.000934072599548
404,3,1192,1210,0.002298875526870
405,3,2553,2565,0.002545378706290
406,3,1418,1433,0.000758178444323
407,3,1734,1744,0.001340507894530
408,3,916,932,0.001005827496100
409,3,1254,1258,0.003547072694840
410,3,849,850,0.000928053232112
411,3,749,759,0.000600606379135
412,3,240,243,0.000988370961121
413,3,1303,1309,0.000192168027911
414,3,344,350,0.001260199134900
415,3,1155,1168,0.002553773352620
416,3,1283,1292,0.000900204240892
417,3,2119,2138,0.001974662643010
418,3,166,168,0.001054615796558
419,3,1097,1112,0.002656567432760
420,4,236,243,0.001539119118500
421,4,327,339,0.001695979681540
422,4,490,491,0.000266913554155
423,5,275,276,0.000180466602951
424,5,215,216,0.000448355087181
425,5,219,220,0.002121435394550
426,5,247,250,0.002344661112980
427,5,200,202,0.000298981387738
428,5,208,211,0.002455906018670
429,5,239,241,0.003255018210150
430,5,51,53,0.002969854111600
431,7,7,8,0.002439331637152
432,7,55,56,0.001513197944040
433,8,1134,1141,0.000147294382394
434,8,1545,1565,0.000007116591050
435,8,1179,1185,0.001559597878250
436,8,1157,1164,0.001092633245240
437,8,250,262,0.000470361363001
438,8,1132,1152,0.002986471976440
439,8,240,247,0.000508517392987
440,8,113,121,0.000545157468181
441,8,192,196,0.000594215040350
442,8,851,874,0.000689961050577
443,8,941,952,0.000672669147794
444,8,208,219,0.001010206999690
445,8,183,188,0.000689910335971
446,8,202,211,0.000869858874744
447,8,2765,2789,0.001541302980190
448,8,1441,1479,0.001967584420470
449,8,1036,1056,0.000835472142095
450,8,685,702,0.003281365171780
451,8,817,820,0.000880544514497
452,8,316,337,0.003857397845540
453,8,178,184,0.000927698332266
454,8,140,145,0.001100572755493
455,8,1277,1278,0.001626985767620
456,8,1192,1226,0.001860342158120
457,10,1537,1547,0.000924101065696
458,10,1704,1705,0.001353734400760
459,10,1941,1942,0.001532643233590
460,10,1221,1222,0.001366650467890
461,10,1111,1112,0.001347579218004
462,10,1092,1130,0.000871417133537
463,12,708,713,0.000838608140397
464,12,691,699,0.000874985816784
465,17,1583,1598,0.001308384733400
466,17,1644,1657,0.000679910385562
467,17,1912,1929,0.000245450973722
468,17,1290,1304,0.000539002232155
469,17,510,526,0.000665168824918
470,17,1581,1587,0.001215408517240
471,17,1932,1942,0.002001868743850
472,17,1913,1927,0.000662143610205
473,17,1979,1985,0.001217604226040
474,17,2033,2041,0.000202051855551
475,17,1924,1937,0.000735338593128
476,17,1735,1742,0.000658866237091
477,17,1704,1721,0.000904629504092
478,17,513,529,0.000625577567799
479,17,512,529,0.000610963386632
480,17,1978,1984,0.001572991451930
481,17,1980,1986,0.001307979391870
482,17,2251,2255,0.004126501357220
483,17,1981,1987,0.001656864413310
484,17,434,455,0.000689655391838
485,17,53,58,0.001135726713888
486,17,928,945,0.001130710168020
487,17,2018,2021,0.003943856583410
488,17,1741,1748,0.000726982136878
489,17,2253,2257,0.004271360174810
490,17,298,326,0.000848829645776
491,17,1125,1151,0.000851311875863
492,17,1203,1227,0.001042919813760
493,17,1778,1784,0.001943670932990
494,17,432,454,0.001027593189230
495,17,597,612,0.000943636648589
496,17,507,527,0.000320698298384
497,33,328,338,0.000523933008885
498,33,475,486,0.000549090385445
499,33,204,214,0.000517330592911
500,33,736,745,0.000562589582760
501,33,337,344,0.000520743206222
502,33,341,346,0.000590527369386
503,33,123,133,0.000608796215318
504,33,1,4,0.000543056138710
505,33,730,739,0.000515448302537
506,33,667,678,0.000504740869807
507,33,272,279,0.000507185090106
508,33,266,274,0.000519389354381
509,33,339,345,0.000571966446100
510,33,145,156,0.000537038971118
511,33,2,7,0.000583382916410
512,33,726,732,0.000526647959989
513,33,48,55,0.000581579985616
514,33,273,281,0.000551877522496
515,33,9,11,0.000572762846941
516,33,99,106,0.000571354997141
517,33,143,151,0.000601012402190
518,33,331,342,0.000570258060973
519,33,395,405,0.000584408912489
520,33,537,545,0.000538640585780
521,33,343,352,0.000587376556249
522,33,23,30,0.000597791771043
523,33,10,13,0.000618748512499
524,33,42,50,0.000663120055717
525,33,408,414,0.000609157897924
526,33,224,233,0.000551736292818
527,33,153,164,0.000543851824905
528,33,995,996,0.000625470264589
529,33,218,227,0.000612999233330
530,33,694,701,0.000595074004169
531,33,206,215,0.000743654740476
532,33,326,335,0.000610809062029
533,33,347,354,0.000652023014403
534,33,159,171,0.000509981447298
535,33,148,157,0.000618842608474
536,33,19,26,0.000694440507257
537,33,690,699,0.000652224384173
538,33,268,280,0.000688060830466
539,33,211,222,0.000633310674016
540,33,134,138,0.000680581253570
541,33,277,284,0.000599227081540
542,33,196,207,0.000632589049568
543,33,786,803,0.000930791904367
544,33,1011,1016,0.000686355910966
545,33,142,149,0.000670388607287
546,33,421,426,0.000768390604932
547,33,789,794,0.000581907649746
548,33,413,417,0.000704451291682
549,33,200,209,0.000555626094722
550,33,3,6,0.000666482045075
551,33,12,14,0.000724981997541
552,33,152,163,0.000529307828317
553,33,1075,1080,0.000532373808643
554,33,114,120,0.000501377390589
555,33,192,203,0.000707009602346
556,33,103,111,0.000644200849733
557,33,835,855,0.000662049534365
558,33,633,637,0.002051748411070
559,33,90,93,0.000807603503404
560,33,104,108,0.000743147263049
561,33,113,115,0.000533694130416
562,33,18,24,0.000742747740974
563,33,5,8,0.000757893580648
564,33,814,825,0.000943431309676
565,33,1017,1019,0.000608429582310
566,33,665,675,0.000574166197250
567,33,384,401,0.001184089011830
568,33,1030,1034,0.002342900755170
569,33,1256,1257,0.000582853257393
570,33,1008,1012,0.002644225975590
571,33,1033,1035,0.002470473267340
572,33,666,676,0.000754521266791
573,33,1074,1079,0.000596303893566
574,33,263,275,0.000761115451536
575,33,15,16,0.000814905517757
576,33,100,102,0.000836837019961
577,33,662,670,0.000648770062566
578,33,38,47,0.000726678395748
579,33,1159,1166,0.000591706259515
580,33,135,137,0.000803810372894
581,33,1172,1176,0.000671297097322
582,33,89,91,0.000735688742143
583,33,17,20,0.000871265468701
584,33,839,857,0.000599313887223
585,33,37,41,0.000836189918096
586,33,1186,1187,0.000642240569817
587,33,781,798,0.001039180050360
588,33,97,98,0.000773850462583
589,33,808,819,0.001070545220480
590,33,750,755,0.000720184979807
591,33,141,146,0.000757364843282
592,33,900,910,0.000498479463543
593,33,436,441,0.001956760277630
594,33,299,314,0.001696661650950
595,33,602,605,0.000871895525815
596,33,687,692,0.000775985233791
597,33,895,907,0.000532385711308
598,33,801,804,0.000612540032932
599,33,1021,1024,0.002476253954480
600,33,1001,1007,0.002363316693570
601,33,684,689,0.000832278103621
602,33,456,467,0.001095538441280
603,33,883,899,0.000737902659279
604,33,705,710,0.000672900686855
605,33,851,868,0.001072214169240
606,33,379,400,0.001413054823380
607,33,663,672,0.000841353976120
608,33,977,979,0.002172497747660
609,33,452,463,0.001202739902160
610,33,389,409,0.001078666038860
611,33,743,747,0.000661633339447
612,33,859,874,0.000964237925694
613,33,110,112,0.000862044352501
614,33,303,319,0.001426938005520
615,33,202,213,0.000880257022069
616,33,1130,1132,0.000756286824372
617,33,553,557,0.002087492323470
618,33,147,155,0.000623112248774
619,33,879,893,0.000805655304209
620,33,547,552,0.001982449757420
621,33,1029,1032,0.002171778799700
622,33,779,799,0.001293353544730
623,33,119,128,0.000531783962513
624,33,940,947,0.002318853766820
625,33,642,647,0.000595424314549
626,33,567,569,0.000830714384009
627,34,102,103,0.001162869071765
628,47,304,308,0.000545515116305
629,47,655,667,0.000688930276496
630,47,495,509,0.000824242431067
631,47,981,987,0.000618244155816
632,47,420,427,0.000735439731599
633,47,56,59,0.001038756287038
634,47,19,20,0.000643043545246
635,47,265,277,0.001100552294720
636,47,70,72,0.000414073986641
637,47,152,160,0.000682856271333
638,47,46,53,0.001094942697808
639,47,1126,1133,0.000811006162463
640,47,226,232,0.000963441426289
641,47,219,229,0.001452794729780
642,1,40,41,0.002417509794250
643,1,133,134,0.002688883971840
644,3,1261,1264,0.001335961288650
645,3,1799,1813,0.001350478544520
646,3,870,875,0.004479878505240
647,3,1480,1494,0.000862276901294
648,3,2152,2162,0.001574724739000
649,3,1757,1779,0.001068728438090
650,3,2058,2064,0.001557185729320
651,3,835,842,0.004475126059330
652,3,1977,1997,0.002704644978530
653,3,1564,1572,0.001122283193135
654,3,2166,2177,0.001500175221510
655,3,195,196,0.001168976632654
656,3,1425,1448,0.002314642547720
657,3,1146,1170,0.002986831727650
658,3,228,229,0.001309750502855
659,3,1725,1737,0.001940582543500
660,3,2354,2364,0.002778718367530
661,3,248,251,0.001054829642144
662,3,1488,1507,0.002351878236890
663,3,2059,2068,0.001953596413290
664,3,1062,1070,0.001992843610330
665,3,1335,1339,0.000046797706343
666,3,433,438,0.000335641502867
667,3,1774,1785,0.001982547958550
668,3,1423,1443,0.002130590825440
669,3,1114,1131,0.002313905078520
670,3,1018,1033,0.002050760019220
671,3,840,854,0.001636023556540
672,3,2110,2119,0.002793478620270
673,3,2539,2552,0.002778584324390
674,3,2097,2108,0.000129432801254
675,3,2599,2608,0.000828774467913
676,3,2365,2387,0.002984289954580
677,3,2057,2072,0.002528214209680
678,3,1116,1129,0.001933236170630
679,3,1312,1321,0.002495953842860
680,3,2052,2063,0.001577255315500
681,3,766,794,0.001004518193772
682,3,1993,2024,0.001580197304290
683,3,1354,1381,0.002277145401730
684,3,352,353,0.001276564012325
685,4,270,273,0.001378756901670
686,4,237,240,0.000963780301193
687,4,484,486,0.001487840913230
688,4,235,238,0.002678805307936
689,4,306,313,0.002364530934080
690,4,207,208,0.000429586863639
691,4,310,318,0.001323002771807
692,4,6,8,0.001473873495853
693,4,275,278,0.002559981427520
694,4,370,372,0.001254529412290
695,4,137,140,0.000260286536496
696,4,83,85,0.001544006882803
697,4,263,269,0.002514047488410
698,5,34,35,0.002657649400580
699,5,42,44,0.002970362434800
700,5,278,280,0.002186319273850
701,8,690,694,0.002295913584430
702,8,164,168,0.000924900441999
703,8,2904,2928,0.001348585655180
704,8,205,207,0.001204793187953
705,8,2,6,0.002329250062180
706,8,200,206,0.001250083536346
707,8,199,203,0.001181577663334
708,8,1524,1574,0.001733930558660
709,8,126,130,0.002860457828974
710,8,172,173,0.001328990539300
711,8,793,824,0.001393356905440
712,8,243,249,0.001387689315882
713,8,2023,2113,0.002208298070810
714,8,1677,1731,0.002250613024380
715,8,912,920,0.001350967652650
716,8,927,965,0.001572034141270
717,8,263,264,0.001345564144685
718,8,231,232,0.001345816503229
719,8,230,234,0.001813767741710
720,8,511,561,0.002284905163180
721,8,696,697,0.001412375559711
722,8,828,835,0.001187601637873
723,8,313,315,0.011874981651800
724,8,122,123,0.002086940935498
725,8,1645,1689,0.002465685604380
726,8,224,225,0.001448612444227
727,10,1521,1531,0.001222547812740
728,10,1511,1519,0.001556923347950
729,10,1782,1788,0.001320584964730
730,10,1853,1859,0.001271215879980
731,10,1611,1627,0.002597158121310
732,10,2017,2030,0.001098533671760
733,10,769,787,0.001028232677085
734,10,577,590,0.008895175800140
735,10,817,836,0.000863825682353
736,10,1766,1772,0.001826443489670
737,10,1197,1199,0.001385109945972
738,10,577,589,0.001112042975180
739,10,217,219,0.001160590633010
740,10,1833,1848,0.001270903418070
741,10,823,852,0.000865009722950
742,10,238,239,0.001300636688570
743,10,1856,1877,0.003115860982920
744,10,677,679,0.001133410643100
745,10,577,588,0.001112980076081
746,10,1106,1110,0.001420176213340
747,10,334,336,0.001219923807300
748,10,46,47,0.001364584071578
749,10,35,37,0.001365022860326
750,10,840,841,0.001306058280740
751,10,300,301,0.001284908549440
752,10,1777,1792,0.001597645798060
753,10,431,437,0.001301303633520
754,10,2385,2387,0.001508617416190
755,10,912,918,0.001098518731871
756,10,916,924,0.001526315954492
757,10,106,109,0.001336570468421
758,10,800,801,0.001367537780240
759,10,2241,2242,0.001284320887050
760,10,1498,1503,0.001268788696360
761,10,1039,1059,0.002819440337070
762,10,686,692,0.001272773156911
763,10,1204,1219,0.000944472324167
764,10,2893,2894,0.001109524684630
765,10,834,855,0.000926250173953
766,10,1457,1482,0.002370800543490
767,10,887,893,0.001676924139750
768,10,1776,1785,0.001245536119050
769,10,152,153,0.001232882151414
770,10,674,675,0.001317556566095
771,10,8,9,0.001278070997707
772,10,1500,1502,0.000876134431342
773,10,235,245,0.001405463442750
774,10,847,856,0.001327712323120
775,10,981,989,0.002653323563000
776,10,2819,2823,0.001296987770380
777,10,964,968,0.001094214844320
778,10,1295,1298,0.001149382187140
779,10,514,519,0.001151443369458
780,10,605,610,0.001271430208930
781,10,692,694,0.001339390299010
782,10,446,455,0.001359979712603
783,10,1492,1506,0.001142311163990
784,10,522,523,0.001584326599006
785,10,1523,1528,0.001445246936100
786,10,578,608,0.001398111790827
787,10,2722,2723,0.001054856778710
788,10,1131,1154,0.001318665017134
789,10,2969,2975,0.001736027241490
790,10,1435,1442,0.001356639587570
791,10,329,338,0.001171481706280
792,10,963,980,0.002490832168700
793,10,862,877,0.001639900334640
794,10,103,104,0.001444484304641
795,10,1510,1518,0.001681353448750
796,11,140,143,0.001143584142942
797,11,122,127,0.001214816758655
798,12,846,851,0.002567075548900
799,12,668,672,0.001008622700250
800,12,689,693,0.001009123521938
801,12,214,217,0.000996127232871
802,12,316,318,0.000997489867283
803,12,201,208,0.001165541169724
804,12,119,121,0.001108082613619
805,12,113,120,0.001336802503145
806,12,25,27,0.001362447798916
807,12,1152,1154,0.002685075754880
808,12,23,24,0.001368714151168
809,12,639,644,0.001536857827941
810,12,128,129,0.001611833806735
811,12,324,325,0.001459263675962
812,12,646,654,0.001926464214622
813,15,65,67,0.002704207671670
814,15,52,54,0.002501246785850
815,15,80,81,0.002003962675530
816,15,57,58,0.000288164853672
817,15,42,45,0.000457305988866
818,15,36,38,0.000572136100931
819,15,44,46,0.001341702002980
820,17,2153,2163,0.005664061251870
821,17,1716,1732,0.011888637709000
822,17,122,137,0.001663048733759
823,17,1593,1627,0.001094957049800
824,17,1774,1792,0.000685565497615
825,17,1918,1936,0.001002082498470
826,17,1914,1935,0.001042985692040
827,17,1127,1135,0.000753019221279
828,17,2156,2167,0.005733478601530
