,conf,i,j,out
0,3,5921,5932,0.006271581387530
1,3,4315,4316,0.000695616439565
2,3,3828,3845,0.005250331498710
3,3,5366,5368,0.000437355234824
4,3,5167,5168,0.000405606407488
5,3,3678,3679,0.003153276124210
6,3,2746,2748,0.000086680834458
7,3,8095,8099,0.000501877841613
8,3,577,583,0.000841543538560
9,3,2168,2173,0.001295714140970
10,3,2224,2227,0.000883815256125
11,3,8208,8229,0.001751799566270
12,3,1322,1339,0.000448391194979
13,3,3947,3950,0.000838285283730
14,3,4658,4673,0.000331464089108
15,3,6271,6302,0.002685557936860
16,3,8225,8232,0.000887823524491
17,3,1653,1655,0.000106164387695
18,3,4663,4670,0.001244289616830
19,3,8879,8887,0.000923602091480
20,3,4624,4642,0.002183689540800
21,3,1184,1203,0.000611893943066
22,3,5207,5241,0.001997387025470
23,3,4234,4241,0.000865156337037
24,3,6111,6133,0.002286140989150
25,3,8193,8224,0.001003289102320
26,3,6166,6185,0.000412394337643
27,3,8113,8145,0.002482391562030
28,3,4843,4854,0.001066093248620
29,3,6383,6395,0.000063060265486
30,3,8721,8732,0.000203323357686
31,3,4898,4911,0.001200829178760
32,3,1624,1634,0.000635996224913
33,4,4126,4127,0.002676978845420
34,4,2772,2788,0.000181349144490
35,4,2614,2627,0.000741925862597
36,4,237,239,0.000159210703986
37,4,2746,2758,0.002410656080070
38,4,1163,1167,0.002461402114050
39,4,4179,4180,0.000873499657108
40,4,4275,4276,0.002511788423790
41,4,1186,1187,0.000370988083299
42,4,536,543,0.000128257306562
43,4,1062,1074,0.000223689723911
44,4,1175,1176,0.000834689481888
45,4,263,268,0.000763796362355
46,4,238,244,0.001487525433960
47,4,210,212,0.000642297333434
48,4,2785,2799,0.002844367505970
49,6,6439,6440,0.000072342603908
50,6,284,285,0.001460228612420
51,6,284,286,0.001461807704420
52,6,1525,1526,0.002942575222440
53,6,7050,7059,0.000052092891918
54,6,3777,3784,0.000742526402525
55,6,11016,11018,0.002239205322280
56,6,4464,4472,0.001735213239610
57,6,55,56,0.000166550669119
58,6,7946,7957,0.000031127621589
59,6,3879,3895,0.000337511390649
60,6,343,345,0.002782757364990
61,6,274,278,0.002320899286080
62,6,6098,6109,0.001632765934060
63,6,67,68,0.000260705560849
64,6,2375,2382,0.002205887239120
65,6,10808,10810,0.000846972419565
66,6,3898,3906,0.000909842918012
67,6,5741,5758,0.000917313196012
68,6,368,372,0.000565616624528
69,6,1022,1029,0.003380432801220
70,6,1178,1184,0.002034353962980
71,6,150,153,0.000416938204871
72,6,182,185,0.000429740298082
73,6,5495,5515,0.001064218936050
74,6,6163,6193,0.000908498344256
75,6,1559,1568,0.000516379350818
76,6,3338,3371,0.001587684515030
77,6,3462,3497,0.001543302461240
78,6,1939,1940,0.002373174117090
79,6,1753,1765,0.001416499052730
80,6,1354,1359,0.000813325390620
81,6,863,875,0.001587162387980
82,6,7471,7487,0.002191533229520
83,6,1124,1133,0.003780374685000
84,6,3683,3690,0.000886054812788
85,6,7983,8019,0.000283027596231
86,6,993,1020,0.001151590344430
87,6,4925,4959,0.000233459113998
88,6,3808,3818,0.000021006424514
89,6,3703,3734,0.000026012188215
90,6,7240,7301,0.001607187142610
91,6,1680,1701,0.001722401145580
92,6,1560,1573,0.001513068146600
93,6,1892,1911,0.001375051340500
94,6,790,814,0.001231954915050
95,6,1140,1170,0.002183853478970
96,6,332,338,0.002660153757440
97,6,6046,6082,0.000774175038753
98,6,1828,1858,0.001544557015620
99,6,6172,6215,0.001634672674730
100,6,2105,2129,0.000948353650253
101,6,50,52,0.000513732624485
102,6,10994,11000,0.002891162912470
103,6,7664,7680,0.000679047022535
104,6,2433,2464,0.002252487660960
105,6,2682,2704,0.001210036600800
106,6,2603,2623,0.001061931045040
107,6,2196,2212,0.002454639184110
108,6,5004,5040,0.000174830075621
109,6,4115,4127,0.001125085867900
110,6,2019,2049,0.000918153590055
111,6,5922,5936,0.000896400844103
112,6,11275,11282,0.004164179938730
113,6,2774,2799,0.001256210479570
114,9,940,941,0.000698725078244
115,9,4145,4149,0.000874787767164
116,9,3213,3214,0.000340454415103
117,9,7693,7696,0.000283394796834
118,9,5929,5938,0.002473597970350
119,9,4187,4189,0.002418495896240
120,9,2866,2868,0.000800658617340
121,9,2457,2458,0.000843241880386
122,9,5639,5643,0.001812743629110
123,9,781,784,0.000512873783398
124,9,3488,3491,0.000746721379868
125,9,3851,3855,0.000581393395270
126,9,4687,4695,0.000433479569542
127,9,2154,2162,0.000913298670085
128,9,6937,6944,0.002774907327810
129,9,3795,3827,0.000085252863577
130,9,1669,1672,0.000972263771999
131,9,537,538,0.000499074722123
132,9,3290,3304,0.003161674790800
133,9,1997,2012,0.000423960334738
134,9,2597,2602,0.000200124904134
135,9,6427,6447,0.000217105164444
136,9,3936,3980,0.000473312340991
137,9,6355,6372,0.001725915716960
138,9,5920,5951,0.000749987093364
139,9,2762,2778,0.000490071854764
140,9,2503,2513,0.002804946717180
141,9,1048,1060,0.001466038009850
142,9,7651,7659,0.000379721465266
143,9,2323,2329,0.001713397967200
144,9,1473,1479,0.000419322757281
145,9,6074,6119,0.000301152639339
146,9,1821,1841,0.002047876407090
147,10,1346,1350,0.000836827264128
148,10,1349,1353,0.001134030392950
149,10,1104,1107,0.000429110366653
150,3,6068,6094,0.000028301769538
151,3,6243,6271,0.001770507744140
152,3,1627,1628,0.000653965594036
153,3,1221,1222,0.000891662160486
154,3,8109,8110,0.001363022193400
155,3,7614,7622,0.000268336412991
156,3,7335,7339,0.000686635825699
157,3,5437,5484,0.000841726590555
158,3,2820,2824,0.000807645348217
159,3,493,494,0.000726130208829
160,3,6666,6669,0.002066778236750
161,3,1810,1812,0.000502142906525
162,3,9192,9202,0.003323712578180
163,3,1213,1220,0.001016816349890
164,3,7676,7688,0.000647263684702
165,3,195,197,0.000419074568664
166,3,474,477,0.001014273128120
167,3,2018,2026,0.000611992600523
168,3,8071,8083,0.000437777700814
169,3,1007,1014,0.001071034240360
170,3,9560,9562,0.000221572305226
171,3,1615,1623,0.000320592571718
172,3,8091,8092,0.001804987010760
173,3,2425,2429,0.000683092613577
174,3,8862,8874,0.000930510638960
175,3,467,469,0.001213104017030
176,3,2355,2368,0.001503439411400
177,3,9843,9844,0.000447259630481
178,3,1023,1033,0.000579068470899
179,3,1022,1033,0.000586226344763
180,3,9532,9534,0.001009191487440
181,3,1787,1792,0.001881777117450
182,3,9535,9536,0.010182468819100
183,3,8389,8401,0.001035659459970
184,3,9358,9362,0.000945488122303
185,3,9181,9185,0.000530743861586
186,3,9284,9294,0.001257402081880
187,3,9219,9231,0.000543894999289
188,3,8437,8443,0.001870996084310
189,3,9078,9095,0.000110929805175
190,3,9095,9096,0.001680346428270
191,3,8689,8712,0.000870803354955
192,3,948,957,0.000634042188005
193,3,8598,8614,0.000840735281165
194,3,9693,9702,0.000461500824903
195,3,9679,9685,0.000290632967939
196,3,4007,4016,0.001354274803210
197,3,8272,8273,0.000690134909768
198,3,8285,8288,0.000740369710024
199,3,9342,9351,0.000058582199357
200,3,9194,9198,0.000196792282119
201,3,9348,9359,0.000442108097509
202,3,6637,6654,0.000066341564083
203,3,7970,7975,0.000618103586000
204,3,5280,5296,0.000776719279729
205,3,5781,5803,0.001501981133070
206,3,9900,9902,0.000889475675322
207,3,1915,1921,0.000917166718689
208,3,7913,7923,0.001964814604570
209,3,7974,7978,0.000641187839595
210,3,8408,8437,0.000450114000906
211,3,9007,9018,0.001403705264480
212,3,7159,7187,0.000820566332410
213,3,9217,9226,0.000962107831516
214,3,805,811,0.003218184632800
215,3,2068,2077,0.001008959962060
216,3,8291,8314,0.003170210239920
217,3,6649,6668,0.000452178436089
218,3,5217,5247,0.001136287056030
219,3,9296,9310,0.000378807547430
220,3,1914,1925,0.001251956989730
221,3,5467,5491,0.000311341895251
222,3,4626,4651,0.001318665002110
223,3,8194,8219,0.000863813588562
224,3,974,979,0.001402515246490
225,3,8791,8806,0.000863247941810
226,3,1479,1496,0.000439181642191
227,3,922,939,0.000234621150896
228,3,9201,9217,0.001429935478420
229,3,9588,9593,0.001371080716280
230,3,9769,9774,0.000393907083426
231,3,3532,3537,0.000026212419452
232,3,9198,9217,0.001521194451070
233,4,3182,3192,0.001994301814470
234,4,3292,3298,0.001999969755870
235,4,2602,2614,0.000686433425675
236,4,3319,3329,0.002120364165870
237,4,3336,3344,0.002059005538700
238,4,4476,4477,0.002087602111260
239,4,2785,2794,0.002376023404000
240,4,191,195,0.000100246088475
241,4,2804,2814,0.002229721860260
242,4,2503,2506,0.001028666936850
243,4,1124,1142,0.000105490011363
244,4,808,823,0.001101989319730
245,4,4312,4314,0.001328681687050
246,6,5461,5497,0.000293544540923
247,6,5399,5418,0.001227150214600
248,6,8441,8459,0.000719592639163
249,6,214,224,0.002088240653440
250,6,7176,7208,0.001222592902820
251,6,5654,5669,0.000472432022182
252,6,5892,5950,0.001952444642270
253,6,6262,6321,0.001699990793560
254,6,9220,9245,0.000562680557212
255,6,7604,7646,0.000593018598704
256,6,3175,3210,0.001644415412820
257,6,7196,7272,0.001485984057560
258,6,6988,7044,0.001556020472860
259,6,9649,9671,0.000579617345944
260,6,140,149,0.002127941220290
261,6,1516,1555,0.001108047974450
262,6,6457,6508,0.000731076801255
263,6,1660,1670,0.000375246382553
264,6,133,136,0.000851561626671
265,6,9810,9830,0.001425416291910
266,6,1820,1826,0.000276488262002
267,6,5755,5785,0.000592872561191
268,6,5484,5513,0.001198293468630
269,6,5652,5665,0.001141724450990
270,6,6202,6286,0.002190683310850
271,6,9552,9559,0.000564106177186
272,6,3388,3431,0.001861158811220
273,6,3389,3431,0.001863067099080
274,6,282,308,0.001086395438490
275,6,3897,3917,0.001381604897190
276,6,4014,4043,0.001381886961530
277,6,3930,3956,0.001357335633960
278,6,4193,4214,0.001360331991880
279,6,6561,6595,0.001357924332910
280,6,1976,1997,0.000868315243080
281,6,340,353,0.001133107099610
282,6,340,354,0.001134154441500
283,6,944,986,0.006138272375200
284,6,6748,6808,0.001017731701730
285,6,62,64,0.000610818148904
286,6,3750,3774,0.001409439836950
287,6,134,138,0.000791556811339
288,6,2034,2055,0.001010167290820
289,6,2755,2772,0.001203241463280
290,6,4363,4407,0.001140670538950
291,6,6427,6487,0.000610772259066
292,6,6405,6454,0.001522369805120
293,6,3428,3501,0.002283666317980
294,6,4223,4286,0.000804541663270
295,6,1389,1418,0.001627891936330
296,6,3242,3286,0.002334264508730
297,6,231,236,0.000659295439552
298,6,1310,1335,0.001501297513220
299,6,161,167,0.000676782479685
300,6,238,254,0.000313915875294
301,6,8942,8946,0.001551888939300
302,6,950,981,0.001673585139330
303,6,3245,3302,0.002246141015720
304,6,2935,2962,0.000934771558487
305,6,7121,7198,0.002202378497680
306,6,5084,5119,0.002822437641030
307,6,208,216,0.000628189086382
308,6,4125,4177,0.001274236959230
309,6,279,309,0.000413501518469
310,6,2648,2661,0.002450521747700
311,6,7636,7661,0.002868036269240
312,6,8257,8277,0.000725671808089
313,6,1612,1618,0.000981507647017
314,6,2159,2182,0.001160800554900
315,6,2160,2182,0.001308299278880
316,6,2789,2851,0.002475796275570
317,6,1474,1479,0.003117541695260
318,6,1108,1138,0.007178801523760
319,6,1000,1047,0.007030059642280
320,6,6910,6984,0.001888036631460
321,6,7163,7250,0.001688146852410
322,6,7873,7876,0.001282107941070
323,6,1752,1763,0.001870440718890
324,6,281,307,0.000327608517541
325,6,8936,8948,0.000433296635857
326,6,3932,3984,0.002361156045600
327,6,2998,3047,0.003389765147580
328,6,9581,9603,0.000992989145036
329,6,6624,6672,0.001347119834350
330,6,598,610,0.002451840826760
331,6,8984,9009,0.001301629853340
332,6,226,243,0.000109802515820
333,6,2195,2224,0.001193674469570
334,6,1915,1938,0.001057554094730
335,6,10638,10653,0.001685054055600
336,6,117,121,0.000684023719372
337,6,162,169,0.000927819054749
338,6,4016,4074,0.002805017924650
339,6,6142,6223,0.001362019800300
340,6,6217,6327,0.001841312916320
341,6,1013,1042,0.001745154196430
342,6,1012,1042,0.001747447474510
343,6,6391,6441,0.001358123301750
344,6,10704,10714,0.001540205884750
345,6,289,303,0.000593935220427
346,6,154,164,0.000942793446608
347,6,976,983,0.001637961710060
348,9,2511,2512,0.000340344133210
349,9,1493,1504,0.001194721461230
350,9,3764,3771,0.001079612424460
351,9,3893,3898,0.000635060419249
352,9,4060,4071,0.000840562423942
353,9,6968,6982,0.002860703862340
354,9,4182,4203,0.000630553808347
355,9,5006,5008,0.001883447374870
356,9,7987,7989,0.000502214735561
357,9,2337,2346,0.001214880788500
358,9,4958,4977,0.001604664059900
359,9,4933,4972,0.001192332902560
360,9,507,510,0.000240851081839
361,9,9010,9023,0.002063147520460
362,9,68,69,0.001519330075980
363,9,7041,7060,0.000573834024011
364,9,2325,2332,0.000731057452708
365,9,153,154,0.001144144603180
366,9,5472,5500,0.000406710094432
367,9,2354,2371,0.000198111975095
368,9,4188,4204,0.001210150460280
369,9,64,65,0.001287357464050
370,9,5627,5641,0.002057210490760
371,9,2981,2998,0.001172233367680
372,9,3788,3807,0.000135871147258
373,9,3243,3261,0.000906596608988
374,9,6895,6918,0.003222947551150
375,9,567,576,0.001032599430910
376,9,3065,3070,0.001940504149780
377,9,4499,4517,0.002474028063830
378,9,3228,3251,0.000321455161089
379,3,3531,3537,0.001312417874920
380,3,6993,7041,0.002638285168840
381,3,3597,3604,0.004489347390960
382,3,3597,3605,0.004595825587140
383,3,2070,2082,0.002187327076370
384,3,4233,4245,0.002167788382160
385,3,1080,1091,0.000587988647420
386,3,5512,5538,0.000393161185714
387,3,4963,5005,0.000642048691164
388,3,5491,5526,0.000213687951255
389,3,6513,6567,0.000276144553206
390,3,1507,1526,0.008682938339330
391,3,8536,8567,0.002667032657490
392,3,7229,7265,0.001385068248176
393,3,3342,3347,0.002833569025000
394,3,1068,1089,0.001795331913340
395,3,742,754,0.001106152059110
396,3,1896,1911,0.001445963077870
397,3,8379,8408,0.000959851774863
398,3,2016,2038,0.001449728153370
399,3,9175,9188,0.000666670078832
400,3,5526,5554,0.003573902528600
401,3,4542,4588,0.003730794311950
402,3,6821,6873,0.000398810081906
403,3,8382,8449,0.003485886785300
404,3,9364,9385,0.002570931911700
405,3,7,8,0.001040958843340
406,3,7592,7622,0.003173570233240
407,3,7241,7317,0.001874255549510
408,3,3048,3062,0.003090581440990
409,3,1552,1575,0.001485066097160
410,3,6254,6265,0.001232345327190
411,3,4368,4375,0.000864960740891
412,3,2668,2684,0.001839939029890
413,3,4944,4954,0.001394579327270
414,3,9142,9153,0.001603855449240
415,3,6345,6385,0.000764254548982
416,3,9109,9126,0.002298224528100
417,3,2305,2346,0.001516389691570
418,3,9805,9816,0.001343386584830
419,3,6433,6462,0.000761364813153
420,3,6764,6809,0.001154944357230
421,3,4758,4790,0.001352963111820
422,3,7774,7838,0.000805744167182
423,3,965,1005,0.000769069287205
424,3,2388,2404,0.003801361461460
425,3,4996,5028,0.002050986928700
426,3,2683,2690,0.003492550315530
427,3,5392,5401,0.000879637223951
428,3,7009,7056,0.003032951035760
429,3,2547,2562,0.001545279601650
430,3,8137,8166,0.002649333116400
431,3,9059,9078,0.001297890460890
432,3,1870,1886,0.001857799441190
433,3,698,717,0.001319345586320
434,3,9212,9241,0.001554911311730
435,3,999,1030,0.001387891130320
436,3,3665,3673,0.002061957234930
437,3,2853,2860,0.003444699407470
438,3,6952,6961,0.002031001424918
439,3,7846,7913,0.001894796507930
440,3,4603,4615,0.001602637545840
441,3,8221,8241,0.000780910675518
442,3,3906,3907,0.001123502610530
443,3,8379,8401,0.001583468004542
444,3,2183,2192,0.000746083789205
445,3,3810,3812,0.001277070079690
446,3,4605,4618,0.001165462099778
447,3,2171,2184,0.003902244093730
448,3,992,1028,0.001593209393807
449,3,4278,4290,0.001073685341020
450,3,4188,4193,0.000833350477542
451,3,5810,5960,0.001333611280070
452,3,1436,1459,0.002326491175210
453,3,9078,9092,0.002116334493950
454,3,7792,7846,0.000855631124875
455,3,9541,9554,0.001594368895330
456,3,9575,9586,0.003547532166910
457,3,4637,4654,0.001201894999310
458,3,4071,4084,0.001714362611830
459,3,8349,8362,0.000747896810960
460,3,452,463,0.000949958524979
461,3,4314,4329,0.000796088612520
462,3,3703,3707,0.000662081999914
463,3,6873,6952,0.002252311852333
464,3,4329,4344,0.001861749400331
465,3,7796,7808,0.000783670765377
466,3,861,887,0.001697031108800
467,3,7746,7762,0.002910273182150
468,3,5428,5456,0.001825920866440
469,3,7806,7836,0.001785584615409
470,3,10148,10151,0.001620936984840
471,3,5631,5657,0.000984387504409
472,3,5796,5922,0.001959798958830
473,3,8459,8481,0.002990743617845
474,3,7282,7311,0.002442136698190
475,3,8720,8772,0.001389697668300
476,3,8130,8136,0.000583342406388
477,3,6319,6353,0.001750749203480
478,3,8735,8741,0.000939353195116
479,3,5631,5637,0.002040204298300
480,3,4642,4657,0.001640423441420
481,3,5200,5223,0.002359658935620
482,3,8389,8408,0.003486411904316
483,3,8649,8671,0.000813508149874
484,3,932,960,0.001564276592330
485,3,4482,4508,0.003182473239810
486,3,6076,6101,0.001802202320380
487,3,5624,5638,0.000421594554327
488,3,5159,5177,0.001166314177120
489,3,9186,9214,0.001304236437580
490,3,9138,9160,0.000193505058548
491,3,4282,4284,0.001168368668970
492,3,10035,10038,0.000342279668337
493,4,1138,1150,0.003442700564100
494,4,1138,1151,0.003442103562030
495,4,1454,1484,0.002297073945560
496,4,3380,3390,0.001017688496220
497,4,1831,1866,0.000461127469641
498,4,1171,1180,0.000849428793984
499,4,4507,4514,0.001777261162190
500,4,589,598,0.001045389630790
501,4,215,227,0.001000196773993
502,4,2347,2369,0.002390661953610
503,4,1571,1602,0.001030649522610
504,4,3860,3862,0.000952945806349
505,4,1917,1943,0.001717190781940
506,4,3799,3802,0.002142212729990
507,4,1939,1952,0.002009259243980
508,4,2243,2247,0.001758952734150
509,4,1760,1801,0.002208499954310
510,4,2075,2077,0.005049868214610
511,4,4026,4030,0.000457493785279
512,4,533,559,0.001405263869150
513,4,3626,3643,0.003238861202310
514,4,2469,2495,0.002546681793860
515,4,2547,2578,0.001608939838690
516,4,289,303,0.001995894497940
517,4,4527,4536,0.000767989423819
518,4,4528,4537,0.000443406610031
519,4,1820,1882,0.001522657822220
520,4,1852,1904,0.003167111841580
521,4,1659,1722,0.002718987247040
522,4,2523,2571,0.003397087077070
523,6,11299,11302,0.002307516504670
524,6,11233,11240,0.002371903514380
525,6,302,319,0.001098036297510
526,6,11309,11312,0.002257548438720
527,6,523,536,0.002747027499780
528,6,8051,8133,0.002658233389950
529,6,1183,1210,0.000765243858250
530,6,3321,3394,0.000435355894807
531,6,1293,1313,0.001139958270510
532,6,4443,4534,0.001363756786640
533,6,1492,1519,0.007462450641420
534,6,102,106,0.000637050911405
535,6,2097,2135,0.000798551664491
536,6,1626,1650,0.001184056273672
537,6,195,201,0.001134961089530
538,6,8077,8148,0.002763120268640
539,6,2209,2268,0.000308431755701
540,6,1407,1455,0.000587350988237
541,6,2099,2135,0.001411464271020
542,6,1931,1991,0.002349043950180
543,6,4662,4747,0.002767813435510
544,6,4945,5064,0.002442685688520
545,6,240,264,0.000088365722203
546,6,984,1018,0.001376010157160
547,6,5636,5733,0.003148737709830
548,6,5706,5842,0.003167101187710
549,6,28,32,0.002351631855650
550,6,5478,5526,0.001741797561540
551,6,4103,4203,0.002529861095520
552,6,2054,2078,0.001107287003960
553,6,3789,3811,0.001017057330290
554,6,262,270,0.002049602662840
555,6,2098,2135,0.001691225735440
556,6,4531,4608,0.001589333873940
557,6,222,239,0.001903859484180
558,6,200,204,0.001011911813150
559,6,1850,1888,0.000620926954293
560,6,2551,2613,0.000083667820843
561,6,10636,10666,0.001926196849330
562,6,10879,10880,0.001898830228070
563,6,1856,1867,0.000046834098116
564,6,2174,2188,0.003074720387630
565,6,4841,4995,0.004165985601180
566,6,3432,3476,0.001802296698860
567,6,7020,7054,0.002022478352950
568,6,100,111,0.002598862197820
569,6,151,165,0.001128977352070
570,6,128,132,0.001095805302393
571,6,393,426,0.000806444352512
572,6,10836,10850,0.001596219116750
573,6,3664,3721,0.001009722779570
574,6,10401,10442,0.001839590066130
575,6,94,97,0.002111816131430
576,6,398,413,0.002082514444320
577,6,4523,4595,0.000260846817966
578,6,11172,11177,0.002373923885750
579,6,1034,1076,0.000751651974330
580,6,1503,1549,0.000289671051203
581,6,1583,1636,0.000197784207292
582,6,434,453,0.000726386522041
583,6,179,193,0.002136756763660
584,6,4926,5021,0.002183216039220
585,6,1303,1343,0.000448524612309
586,6,8047,8068,0.000870762889020
587,6,3152,3178,0.001485498997210
588,6,3277,3298,0.002214645514140
589,6,112,118,0.000741469809519
590,6,3493,3528,0.003265253952630
591,6,40,47,0.003930719593530
592,6,1913,1946,0.001704244451930
593,6,3489,3563,0.002790582015350
594,6,7513,7618,0.002575545000430
595,6,2233,2264,0.001543548376000
596,6,2730,2771,0.000164700213152
597,6,1513,1540,0.002750498789262
598,6,3152,3177,0.000907786312736
599,6,1988,2006,0.000951665341400
600,6,1180,1208,0.000899623367382
601,6,1118,1144,0.000830382080608
602,6,444,471,0.001006012708430
603,6,10666,10679,0.001385530040360
604,6,8478,8536,0.000494190184295
605,6,977,1046,0.000889420977471
606,6,528,564,0.002619735714080
607,6,43,45,0.001279046907670
608,6,5324,5430,0.002083394980730
609,6,5390,5493,0.002912913907310
610,6,2033,2071,0.001512745178270
611,6,2507,2546,0.000923319396311
612,6,337,350,0.001661163954950
613,6,365,381,0.001666187444160
614,6,324,341,0.001735005521030
615,6,1251,1280,0.001350091620410
616,6,253,266,0.000551718593145
617,6,61,69,0.002070031488080
618,6,8818,8892,0.002766477332150
619,6,329,339,0.001110340616890
620,6,7967,8056,0.003935033979940
621,6,10640,10652,0.001567081119850
622,6,1615,1639,0.000363418224474
623,6,5610,5722,0.002864428645890
624,6,1843,1865,0.001027359066590
625,6,2319,2347,0.000605534017631
626,6,78,79,0.002423996828610
627,6,6722,6759,0.001822007165080
628,6,11300,11309,0.003402863381600
629,6,6169,6237,0.001359426420180
630,6,3327,3355,0.001707033287560
631,6,696,747,0.002243996880650
632,6,815,866,0.001909339986040
633,6,2064,2091,0.004394002003480
634,6,66,71,0.001708676914950
635,6,2044,2102,0.001539190282030
636,6,1192,1228,0.001327076260270
637,6,667,711,0.001665847012040
638,6,582,614,0.002168781781188
639,6,7959,8058,0.004362553314010
640,6,7091,7228,0.002529561189600
641,6,9856,9899,0.002042022452540
642,6,98,103,0.000662732814477
643,6,1544,1594,0.001832236706180
644,6,1500,1552,0.001838906829080
645,6,8978,8993,0.003000323801460
646,6,9424,9455,0.001972720838610
647,6,1397,1419,0.003535611829501
648,6,1334,1352,0.003235705013328
649,6,1840,1927,0.000967618430102
650,6,3262,3268,0.003922661534570
651,6,5216,5356,0.003131727485450
652,6,5474,5627,0.003102557718510
653,6,331,360,0.001365139088250
654,6,10669,10678,0.001550829675580
655,6,334,363,0.001324423528854
656,9,7552,7577,0.000693909028755
657,9,6048,6063,0.003141879290150
658,9,7958,7968,0.000555942817368
659,9,7134,7156,0.000497968803646
660,9,95,99,0.000512475479651
661,9,1796,1819,0.000831811205422
662,9,5264,5293,0.002578221438490
663,9,6137,6146,0.001469185477870
664,9,8300,8315,0.000907950545901
665,9,5352,5366,0.003041222394140
666,9,1451,1482,0.000372423347222
667,9,4787,4827,0.003078940742350
668,9,4172,4210,0.001732469172690
669,9,782,795,0.001355527874783
670,9,1279,1300,0.000414157984648
671,9,7772,7791,0.002704219861940
672,9,2534,2548,0.000532135809179
673,9,6304,6310,0.002518226857290
674,9,6057,6091,0.001235357098130
675,9,3571,3575,0.000759603684665
676,9,7828,7842,0.002028771552430
677,9,839,861,0.000894751735497
678,9,53,55,0.002222210095640
679,9,4481,4535,0.004725089563960
680,9,9531,9534,0.003837439586660
681,9,52,54,0.002217285121200
682,9,2011,2044,0.000436656349767
683,9,2920,2953,0.000205558113812
684,9,272,276,0.002073781269490
685,9,6065,6107,0.002829148215980
686,9,4133,4143,0.000834963392622
687,9,4078,4087,0.001221440913740
688,9,5940,6018,0.000253907909360
689,9,57,58,0.002235028055980
690,9,3596,3614,0.000890113902119
691,9,6762,6786,0.000459991065431
692,9,3292,3341,0.001096873574740
693,9,8385,8395,0.001576706643260
694,9,2241,2268,0.002349231544850
695,9,4120,4140,0.000782513216963
696,9,8176,8184,0.000781838988065
697,9,425,431,0.000597957998674
698,9,3954,3969,0.000867999737291
699,9,307,313,0.001504153827160
700,9,4086,4111,0.001550411742990
701,9,5177,5222,0.004233045097590
702,9,3894,3918,0.001514890950770
703,9,3894,3919,0.001514570673030
704,9,382,385,0.000335768281010
705,9,3818,3823,0.000988351846787
706,9,482,486,0.000564131931070
707,9,3977,3978,0.001128378204840
708,9,330,334,0.001428380059840
709,9,6058,6108,0.004031228873140
710,9,1791,1823,0.000444339740448
711,9,3403,3418,0.001265500316160
712,9,1190,1192,0.000927386462578
713,9,7973,7990,0.001775017558280
714,9,336,340,0.001095643303820
715,9,774,777,0.000743251584495
716,9,1147,1149,0.001795246668854
717,9,4700,4789,0.002754222476090
718,9,2241,2267,0.001735347236800
719,9,1146,1154,0.001856918415153
720,9,7122,7164,0.001414399111593
721,9,700,704,0.001302466336680
722,9,413,416,0.000446660865447
723,9,544,551,0.000382166452707
724,9,7816,7839,0.001189121148570
725,9,320,328,0.004012589650850
726,9,2112,2128,0.000730633109465
727,9,2087,2091,0.000319282146402
728,9,5057,5072,0.001231758481431
729,9,5565,5587,0.001244397423110
730,9,3650,3657,0.000089480039527
731,9,1754,1790,0.000298587721102
732,9,2003,2004,0.000728499345499
733,9,3899,3942,0.002000992738760
734,9,1054,1059,0.000566018315884
735,9,463,469,0.000474796741320
736,9,4498,4525,0.000863077148139
737,9,2016,2037,0.000575618937081
738,9,501,514,0.003775845520570
739,9,3793,3825,0.001660674400175
740,9,1217,1256,0.000647283962187
741,9,7536,7586,0.001581295610060
742,9,754,771,0.001515095502172
743,9,6031,6095,0.001764587803110
744,9,2638,2646,0.000971322867259
745,9,5647,5670,0.000464048393196
746,9,1894,1959,0.003004093990890
747,9,1842,1852,0.001239315917390
748,9,812,836,0.002373046065900
749,9,813,817,0.001401875165440
750,9,5686,5736,0.000991014849604
751,9,1332,1359,0.000756104102937
752,9,2907,2912,0.002516857260180
753,9,262,267,0.002527212044000
754,9,6029,6088,0.000569139037847
755,9,857,890,0.000906825250978
756,9,298,304,0.001622352935710
757,9,2882,2890,0.001204840189350
758,9,4850,4888,0.001237345699742
759,9,322,326,0.000917236226762
760,9,1753,1783,0.002140914283200
761,9,4723,4762,0.000961443262158
762,9,3764,3779,0.002547094495890
763,9,741,756,0.001421775780547
764,9,2028,2055,0.003475898275150
765,9,6870,6909,0.002031179430820
766,9,5363,5441,0.000417132222516
767,9,4538,4577,0.000925927762596
768,9,4452,4491,0.002530556552927
769,9,6842,6883,0.000625473794699
770,9,5135,5178,0.002338342637240
771,9,24,26,0.000567179205336
772,9,4145,4150,0.000640652466594
773,9,4631,4674,0.002660249433760
774,9,5601,5650,0.000195390179695
775,9,2069,2091,0.000676611875286
776,9,3623,3672,0.002829676495780
777,9,4916,4986,0.001632528623940
778,9,3827,3845,0.002520723246250
779,9,8348,8362,0.000636671589195
780,9,8473,8500,0.000958313804194
781,9,1067,1076,0.000980245115783
782,9,973,1000,0.002506598665630
783,10,954,955,0.002242502161740
784,10,1038,1040,0.001974521168880
785,10,985,986,0.001709150184410
786,3,6207,6268,0.000751036864461
787,3,4774,4782,0.000440054150104
788,3,8031,8061,0.001543985971142
789,3,8835,8899,0.001212506434680
790,3,8335,8364,0.000434983701404
791,3,8341,8369,0.000402633973022
